publishedAt,authorDisplayName,textDisplay
2023-10-04T01:22:21Z,@ambarlm5489,karena belum ada peraturannya.<br><br>peraturan yang ada itu hanya untuk e-commerce.<br>bukan social-commerce.<br>Sementara tiktok ngelas ngeles gak mau ikutin peraturan e-commerce karena<br>mereka itu social media.<br>Nah biar tegas dilarang begitu loh.<br><br>atau bikin terpisah ikutin peraturan yang berlaku sekarang<br>sampai mungkin pemerintah menerbitkan peraturan baru untuk `social-commerce`.
2023-10-04T02:51:46Z,@caem22,Yg jelas tiktok shop g ada pajaknya.
2023-10-04T03:36:49Z,@lizaindo2000,@@ambarlm5489 trims
2023-10-04T00:08:46Z,@alvero979,Pembaca berita rambutnya Kok begini hhhhhhhhh
2023-10-04T00:07:53Z,@stjotw8698,"Ayo para programmer Indonesia, buat platform yang sejenis. Totok shop, tok-tok shop, tuk-tuk shop, tik-tik shop, dll. Buktikan bahwa menggelinding nya arah peradaban tidak bisa dibendung oleh mereka yang nyaman dengan status quo."
2023-10-04T00:02:21Z,@riznarizna2783,"Aku pernah 3x di kirimi barang tanpa aku pesan, ternyata ada orang yg pakai akun ku,"
2023-10-04T02:15:49Z,@irt9791,kan tinggal g usah bayar..gitu aja relot
2023-10-04T02:46:48Z,@riznarizna2783,"Lha masalahnya aku pas keluar yg di rmah cma ada ortu,   lhaa sma ortu di terima lah,, orang aku jga gak tau kalw mo ada paket dtang,,"
2023-10-04T00:02:09Z,@gumilanglassukaseni,akhirnya semua harus melek kemajuan digital perubahan jaman segitu cepat sementara indonesia di sibukan dengan hoax di mana2 ekonomi di abaikan
2023-10-03T23:55:49Z,@masterkombak7834,harusnya dikasih regulasi
2023-10-04T00:12:32Z,@arham8872,Regulasi apa yg mau di kasih bg.?
2023-10-04T09:22:45Z,@fmnt3260,Sudah
2023-10-18T15:03:11Z,@masterkombak7834,"@@arham8872 banyak ,contoh barang dari tiktok shop harus produk dalam negri, harus mempekerjakan orang dalam negri (mengurangi pengangguran) dan bisa memutar ekonomi dalam negri"
2023-10-03T23:55:02Z,@kenzolaarbianta8902,baguuuuss 👍👍smuanya hrs di ttup yg menyesat kn rkyt kcl dl gda online tiktok mlh nyaman&quot; aj cr mkn gampang .
2023-10-03T23:53:44Z,@ronnyyulianto12,Giliran barang bagus terjangkau yg peraturan lah ini it lah.ya begini lah klau hidup d negara konoha
2023-10-04T00:26:30Z,@arham8872,"Pindah ke jepang bro yg negara industri, klw di indo masyarakat nya rata² bekarja di pasar mall swalayan ruko² pedagang oflen.."
2023-10-04T01:37:57Z,@ambarlm5489,mending pindah ke negeri yang produksinya barangnya aja langsung bang.<br>ngapain anda di konoha
2023-10-04T09:24:02Z,@fmnt3260,Lahh😂😂😂😂😂😂<br>Gak pindah aja loe bang???? 😂😂😂😂
2023-10-03T23:52:49Z,@lensasenibudayaaceh,"Jika tidak sanggup menciptakan lapangan kerja seharusnya pemerintah tidak menutup tiktok shop tapi mengawasi inport ilegal,<br><br>Hanya pak anies dan muhaimin yang peduli akan rakyat yang peduli akan pedagang online.<br><br>2024 ❤ ANIES"
2023-10-04T00:21:20Z,@arham8872,"Pemikran anda lucu, pengaangguran banyak disebab oleh olshop terutama tiktok, pasar mall swalayan kios² pinggir jln banyak yg tutup, 7jt org bisa membuat 80jt org jdi pengangguran.<br>indonesia bukan negara industri seperti japang tpi negara yg masyarakat nya banyak usaha lewat toko² kecil( ukm dan umkm)"
2023-10-04T01:19:40Z,@rockhim2616,"​@@arham8872 yang bekerja di online shop itu juga banyak,yang bagian packing,admin.gk cuma yang punya akun doanh"
2023-10-04T01:47:16Z,@ambarlm5489,"pengen jelasin tapi takut kepanjangan.<br>Intinya barang2 yang dijual di tiktokshop itu gak kena pajak pemasukan.<br><br>karena jualannya eceran bang.<br>harga barang dibawah 100USD itu bebas pajak.<br><br>sementara pelaku usaha import yang lain itu masukin barang dalam jumlah banyak, dipungut pajak dsb.<br>baru dia jadi barang legal. makanya harganya gak semurah yang di tiktokshop.<br><br>Intinya pemerintah udah ngeluarin peraturan baru untuk barang2 social-commerce bukannya dibiarin.<br>kalo ikutin berita jangan setengah2.<br><br>Baru<br>Pasal 21 ayat 3 menegaskan PPMSE dengan model bisnis social commerce dilarang memfasilitasi transaksi pembayaran pada sistem elektroniknya."
2023-10-03T23:46:00Z,@latifrunadyaugusteangsar8674,Mestinya pemerintah  sadar sepinya mall bukan karena Tik tok shop melainkan rakyat indonesia ngak punya duit untuk beli ini itu  jadi yg utama sekarang buat makan.
2023-10-03T23:54:47Z,@lensasenibudayaaceh,Kebijakan yg tidak berpihak ke rakyat<br>Hanya anies yg membela rakyat yang melakukan dagangan online.
2023-10-04T00:10:46Z,@arham8872,"Ekonomi negara masih baik² saja bg, cuma duit udah di monopoli oleh onlen shop,..duit ngk berputar lagi di kalangan bawah, sekarang duit langsung ke org kaya, <br>Bukti nya liat omset pedagang onlen sehari bisa dpt ratusan jt hingga 40 milyar lebih.."
2023-10-04T00:52:33Z,@kamilbintangutara,"Sumpah dmna2 UMKM ngeluh,lebih2 dari corona,padahal tanggal muda,tpi parah omset drastis turun,dari sesudah lebaran haji,tak kunjung membaik,heran ku,"
2023-10-04T00:59:54Z,@user-cs9xq4qw7g,😂😂😂
2023-10-04T01:00:38Z,@user-cs9xq4qw7g,Maaf anda warassss
2023-10-03T23:43:46Z,@kartiyahs29,Aku lebih suka belanja di tokonya langsung pilih bebas bisa langsung pegang barangnya bagus apa tidak soal harga lihat barang kalo bagus yg mahal kalo jelek murah
2023-10-04T00:33:38Z,@tariofficial9902,"sama mb aku orangnya simpell suka belanja di pasarr dri pd onlinee , pernah online baju yang datang kayak saringan tahu ,"
2023-10-04T01:04:04Z,@drflasher7645,"Sama.. saya pernah belanja online 3x barang tidak sesuai, foto nya bagus luar biasa tapi kenyataannya 😢.. sudah kapok kalo beli make up dan baju (dll) saya seneng beli offline.. pegang barang langsung sekalian jalan2"
2023-10-04T01:25:02Z,@supraptiprapti6528,"Sy jg pernah beli baju,sepatu online tdk sesuai dgn fotonya amat sangat kecewa,terakhir beli kursi ukir jepara jg mengecewakan,sekarang kalau beli2 lebih baik langsung ke tokonya saja bisa milih n langsung tahu barangnya"
2023-10-04T01:34:14Z,@rizalprasetyorizal519,Jd bgmn dgn kami yg jauh dari kota?
2023-10-04T01:35:03Z,@drflasher7645,@@supraptiprapti6528 betul mbak .. kalo sudah kadung beli terus jelek gitu kita mau komplain kemana .. tidak ada hukum yg jelas.. kita yg jelas2 dirugikan ..
2023-10-03T23:42:44Z,@jamalnasir2794,Kasihan dong pedagang kecil
2023-10-04T00:16:31Z,@arham8872,"pedagang kecil ngk ada yg bisa berkembang tiktok, klw efiliet nya emang banyak,( penyambung tangan pemilik barang)<br>Pemilik barang rata² org kya seprti pemilik kompeksi,"
2023-10-04T03:14:58Z,@jamalnasir2794,"@@arham8872 bnr BG, emang setiap pedagang pny smart phone, mikir?"
2023-10-03T23:40:39Z,@simawar4602,Lah pampers ane gimana dung?
2023-10-04T00:30:33Z,@arham8872,Pake sendiri bg😅
2023-10-04T01:25:36Z,@simawar4602,@@arham8872 bayi ane yg butuh bambang😂😂😂
2023-10-04T01:38:38Z,@ambarlm5489,jualin di t*kped susah amat.
2023-10-04T06:18:26Z,@monanoorch-js3yn,?
2023-10-03T23:40:06Z,@rizalkariyanto7006,"Pasti tik tok punya solusinya, apapun semakin besar pasti ada saja batu sandungannya"
2023-10-04T01:28:04Z,@ashchanel1139,Tiktok itu punya orng asing.. 😂
2023-10-04T05:35:09Z,@rudiharahap3497,@@ashchanel1139yg lain juga punya org asing😂
2023-10-03T23:39:52Z,@bejolesperinggo,Jangan tebang pilih...itu gimana shopee lazada dan lainnya
2023-10-03T23:53:17Z,@finsaraditya6454,"mereka sdh pny izinnya bang, tiktok aja yg blm"
2023-10-03T23:57:07Z,@bejolesperinggo,@@finsaraditya6454 bikin undang undangnya untuk melarangnya...soalnya efeknya sama mematikan umkm offline juga...malah mereka lebih duluan..sedangkan tiktokshop kemudian
2023-10-03T23:59:04Z,@hatori7720,Yg lain sudah punya wadah berjualan sendiri boss....tiktok masih campur
2023-10-04T00:00:53Z,@bejolesperinggo,"@@hatori7720 maksud saya efek ke umkm offline nya, sama aja bosss"
2023-10-04T00:30:07Z,@arham8872,"Shope lazada aplk nya berat hp kentang ngelag²😂,"
2023-10-03T23:39:34Z,@windasari563,tiktok ga jls dpt hadiah katanya 10 juta masuk rek sukses pas di cek zonk klo cuma mau ngerjain org jangan lah berlebihan dasar php lah
2023-10-03T23:38:30Z,@redylombok6062,Tutup tiktoknya .. baru bagus..jangan menyalahkan orng bro
2023-10-04T00:35:29Z,@fauzanozon6186,Pahami informasinya mas e..
2023-10-03T23:38:05Z,@AishaPashaPatria,Kenapa ya?
2023-10-03T23:41:35Z,@azfara6921,Penjual oflen pada bangkrut
2023-10-03T23:48:10Z,@muchammadiqbal4989,​​@@azfara6921semoga usaha online bangkrut dan usaha offline bangkit kembali
2023-10-03T23:37:17Z,@fakta-baru,"Kalo saya tetap mendukung keadaan yang sekarang di mana jual beli online lebih laku dari pada offline soalnya yg offline terlalu banyak mengambil ke untungan, mereka para pengusaha jual offline pingin cepet kaya meski mencekik saudara sendiri.<br>Jika jual beli online mau di tutup maka akan ada berapa juta pengangguran yang bisa terjadi pada kurir.<br>Sudah lah pak kita harus realistis, lebih menguntungkan mana terhadap rakyat kecil antara jual beli online dan offline?, justru keadaan ini lebih memihak pada rakyat tidak mampu karena harganya lebih terjangkau.<br>Biarkan saja pak para pengusaha jual offline itu jangan terlalu di urus, kita lihat aja ke bawah mereka (yg tergolong rakyat tidak mampu) yg awalnya tidak bisa beli sekarang karena ada jual beli online harganya murah dan terjangkau mereka bisa beli dan ada senyum bahagia di wajahnya."
2023-10-03T23:42:32Z,@simawar4602,"Disini offline masih rame bung, pasar rame, toko2 grosir sama toserba juga rame, ada nya tik tok shop ngga ngaruh😂"
2023-10-03T23:44:48Z,@lilizatang3900,Tapi kekadang beli online..tak sesuai dgn barang yg di beli
2023-10-03T23:45:15Z,@muchammadiqbal4989,​​​​@@simawar4602iya bang betul sekali Toserba Yogya Swalayan aja rame kok
2023-10-03T23:52:14Z,@trivenarinirini1299,​@@lilizatang3900...iya klu saya lbh memilih beli langsung
2023-10-03T23:58:15Z,@defloranormayunitanubatoni4198,Iya saya pun setuju kak.
2023-10-09T22:44:29Z,@IKHWAN.F.H,"kalau belum bisa ngatur hal baru,kembalikan sistim dagang seperti dulu,jangan ada perdagangan onlin,sudah jelas onlin secara pakta riil,mengganggu dan membunuh pasar,bagai mana jika pasar seluruh Indonesia bangkrut,habis lah pajak dari parkir dan pasar...tambah ancur ekonomi rakyat kecil..."
2023-10-08T00:32:32Z,@Deddy.S.,"Sejauh mata memandang sih, cukup adil"
2023-10-07T00:21:41Z,@user-hz4sj6vr3l,Ada yg diuntungkan &amp; ada juga yg dirugikan
2023-10-06T07:41:46Z,@hambailmu6720,Yang diuntungkan pasti menolak ditutup.. <br>Yang dirugikan pasti setuju ditutup<br><br><br>Semoga umkm maju.
2023-10-05T06:23:21Z,@globekopi9169,"Memaksakan masyarakat untuk membeli mahal, dasar otak pemerintah penindas rakyat"
2023-10-04T14:08:16Z,@ErniJohan-iz4iw,Alhamdulillah . Tik tok d tutup . Lagian yg ky makin kaya
2023-10-04T11:25:00Z,@JimmyParlin,Saya belanja online krn harga lebih murah dari pada harga di toko dekat rmh saya
2023-10-04T06:35:42Z,@healthylife4973,"Masalah yg sesungguhnya adalah rakyat tdk mencintai produk dalam negri.<br>Ini yg harus di perbaiki , rakyat sdh menghianati produk negaranya sendiri."
2023-10-04T13:15:39Z,@suhendra8670,Yang murah ya itu yg dibeli
2023-10-04T05:28:39Z,@khadaxa,"APAPUN PERATURAN BILA INI TUJUANYA BAIK YA SETUJU,NAMUN YAKIN INI PERATURAN BISA  MERUBAH SITWASI OFLINE  😄😄 INGAT INI ZAMAN DIGITAL   MESTINYA KALAU MAU TURUN BERBISNIS HARUS SIAP BERSAING JANGAN CENGENG  TANGISAN OFLINE HANYA  BIKIN APARAT TERKAIT  TAMBAH GEMUK  😄😄"
2023-10-03T11:35:18Z,@indrapokmen2918,kenapa ko judi online sampe sekarang ga di tutup&quot;kenapa?😂😂
2023-10-03T09:18:02Z,@jekywang9155,"Di China, Pemulung pengemis pakai Scab Quris kalau minta&quot; in UMKM kalah Disektor Digital karna efek gaptek gx mau belajar, kita yg julan online ud 5-6 Tahun sekedar cari makan bukan kayak!!!, di rugikan"
2023-10-03T01:31:38Z,@Juari-dp1dz,Ambil yang lebih bermanfaat rakyat peningkat ekonomi merata  tinggalkan  yang ber efek  keburukan yang menjadikan efek  modorat  dominasi ekonomi pemerataan  global
2023-10-02T11:34:38Z,@bintangfajar-md4js,"Utk Pemerintah Pedagang2 Offline Hrsnya dah paham knp sepi mungkin dri segi Harga Jual Terlalu tinggi Sebelum Pandemi Siklus perdagangan udah sepi trus ke covid Tambah Sepi Online Shop sudah ada sejak dlu,Knp gak Demo sejak dlu knp pas ada Tiktok Lagi rame jdi Kambing hitam gak adil.klu memang g bisa mengikuti Digitalisasi pemerintah Perekonomian hadir utk Mengedukasi digitalisasi.bukn main tutup platform tau gak Tiktok itu Bisa merangkul umkm kecil,mahasiswa,pelajar bisa belajar wira usaha tanpa modal hrsny ini disupport pemerintah bukn mengikuti Yng blm tentu benar.klu memang minta ditutup semua Platform ditutup juga,internet tutup,Hp juga dilarang peredarannya tpi pemerintah hrs siap Tanggung Jawab Dampak ini semua"
2023-10-02T09:30:03Z,@ujungpanas9198,"harusnya ada platform ,khusus  grosir ,dan eceran ,di pisah ,atau ijin nya berbeda ,dan pajak nya berbeda"
2023-10-02T03:10:27Z,@palistinamerdeka,"Sulit maju kalau tidak  bisa mengikuti perkembangan zaman dan perkembangan teknologi... Manusia sekarang pengen yang instan sudah sudah malas ribet, apalagi tawar-menawar sering timbul mengibuli ,"
2023-10-02T00:51:51Z,@breakhart,"kalo Indonesia lebih kearah supaya urus ijin dan perpajakan dulu aja, karena yg dikenakan skrg masih pajak iklan belum pajak masing² toko nya, makanya hanya boleh promosi.<br><br>masalah data gw cm ketawa karena bocor nya malah data sering terutama data pemilik kartu kredit tapi ga pernah rame. soal monopoli juga tiktok ga punya pengiriman sendiri dan pembayaran juga pakai payment yg ada bukan buat sendiri, justru marketplace yg jelas² punya pengiriman sendiri dan pembayaran sendiri santai aka kan 😁"
2023-10-01T14:11:47Z,@Juari-dp1dz,Utamakan perekonomian rakyat serta membuka lapangan kerja rakyat maju lancar ekonomi lestri masa depan serta menjaga keseimbangan maju berkeadilan ekonomi maju bersama lancar
2023-10-01T13:58:11Z,@Juari-dp1dz,Pemerataan dan kesempatan hidup ekonomi rakyat bersama lestari lancar ekonomi masa depan jangka panjang ekonomi nasional rakyat semesta berke Adilan ekomi stabil dalam kemajuan rakyat semesta
2023-10-01T08:24:55Z,@iyussafrudin617,"harusnya pajak masuk ke digital, jadi harha tetap akan sama dengan yamg di pasar tradisional,"
2023-10-01T03:49:11Z,@baguspranata9189,Cintai barang impor😂😂😂😂<br><br><br>Biar indonesia banyak masyarakat kelaparan.. <br>kemiskinan Meledak❤❤❤
2023-09-30T13:02:41Z,@davepasaribu4468,"WA IG FB senuanya aja dilarang bos biar balik lg kaya jaman purbakala negara lain udh mau ke bulan indonesia msh dibawah tanah, miris.."
2023-09-30T13:01:45Z,@abangedo5566,Banyak yg ga faham.. bkn Platform &amp; produsennya!! Tapi barang2 tu langsung Impor semuaa mangkanya murah.
2023-09-30T11:38:48Z,@hafidzpoetrasampoerna8295,"beli Bahan murah dilarang ,yg bersaing kalah dengan yg ber uang"
2023-09-30T10:45:15Z,@sengklekchenel1954,Konsumen pasti milihnya yang murah lah
2023-09-30T08:43:41Z,@SandiIswoyo-de7rp,Saya sangat setuju kalo tiktok shop di tutup
2023-09-30T05:12:07Z,@reisyawicaksono-mq2nq,Tik tok shop di urusi. Wkkwkqkqkw. Korupsi Moh habiskan dulj
2023-09-30T04:12:42Z,@roniramadhanni1538,"kalo menurut ku sih ini sifatnya sementara, era dan zamannya sdh berubah. Semua serba digital apalagi pangsa pasar e-commerce yg luas <br>mudah dan prakti, serta murah dari segi kita berbelanja menjadi sebuah kebutuhan beli lewat online"
2023-09-30T03:57:55Z,@gdgd1036,Kalau pemerintah mau meningkat daya bei pasar bukan tiktok yg di tutup <br>Ekonomi yg merosot tiktok yg jd kambing itam <br>Baikin aja harga hasil tani di jamin rakyat makmur <br>Terutama karet ma getah<br>Politik pencitra an <br>Ketololan yg ga di sadari
2023-09-30T03:00:41Z,@soborowo687,Kemarin yg eluh2kan digitalisasi.... 😂
2023-09-29T23:40:24Z,@hanifprabowo1381,"Alasannya cuma satu, yaitu duit. Biar tiktok bikin izin, terus bayar ke pemerintah. Pasti ada aja cara buat malak. Tiktoknya kan udah kemaren2 dimintain bikin izin bayar sekian. Nah sekarang cari alasan lain, bikin skenario seakan2 pro umkm offline, padahal tujuan utama nya misahin tiktok shopnya supaya bikin izin juga. Tiktok jadi bayarnya dobel. Cuan ngga tuh."
2023-09-29T15:59:41Z,@joesteve777,Saran saya balik aja k jaman batu . Blanja user ketemu pedagang uda g usah pake acara online2 an tutupen ae biar fair kembali
2023-09-29T14:37:40Z,@qiao1976,"Jangan nanggung kalo tutup yg berbau online tutupin semua, tidak ada lagi yg namanya internet banking dsb. Kita kembali ke zaman yang serbq manual saja."
2023-09-29T14:13:43Z,@putriraja6631,yang seharudnya g boleh berjualan itu artis bikan rakya tuh artis juslan dmua uang mo buat apaan coba 😂😂😂 knp g pd ngalah sm masyarakat kecil
2023-09-29T12:24:17Z,@joeabdy3547,Alhamdulillah semoga kedepanya lebih baik dan tetap jaya Indonesia amiin
2023-09-29T11:54:56Z,@ikhrom776,pasar ilang kumandange
2023-09-29T10:31:31Z,@robbyrosdiansyah5344,Era digital ❌<br><br>Kenapa UMKM tidak jual online juga?<br><br>Ngeleg otak gw
2023-09-29T09:54:46Z,@ainibintang-pg3lm,"Kenapa hanya TikTok yg di tutup apa karena shopee, lazada dan DLL karena kalah saing,, jangan² ada batu di dalam udang 😅"
2023-09-29T09:50:21Z,@ainibintang-pg3lm,Sudah basah mau gmn lagi dulu gak sediah payung ☔ sih
2023-09-29T09:44:32Z,@wahidisnen6012,asli nya sih bagus kayak tok Shopie dll untuk buat lapak digital tapi sayangnya di yang ada di situ itu kebanyakan barang barang yang ada di situ itu barang barang import dengan harga yang sangat jauh dari pasar nya
2023-09-29T07:40:30Z,@TheFikriez,Capitalist berkedok socialist
2023-09-29T05:13:28Z,@fakta3459,KENAPA HANYA DI TIKTOK YANG DI LARANG? 😂😂😂😂 LAZADA DAN LAINNYA AMAAAAN 🤑🤑🤑
2023-09-29T03:49:45Z,@ilovecuan,"Bukan soal gak bisa bersaing,,, <br>Ada beberapa yg sudah mulai berubah dari rantai perdagangan <br><br>Misal gudang / pabrikan sendiri yg langsung jual barang nya ke online itu aja udah langsung bnyk putusin rantai perdagangan"
2023-09-29T02:34:29Z,@angleswheels,"TV , HP sdh digital... Masa dagang disuruh konvensional yang kembali lagi biaya premanisne berkedok biaya keamanan. Sehingga harga barang  jadi mahal. <br>Perlindungan konsumen???? Itu honda gmn tuh buktinya???  Bilang aja premanisme dihidupkan😂😂"
2023-09-29T02:34:15Z,@angleswheels,"TV , HP sdh digital... Masa dagang disuruh konvensional yang kembali lagi biaya premanisne berkedok biaya keamanan. Sehingga harga barang  jadi mahal. <br>Perlindungan konsumen???? Itu honda gmn tuh buktinya???  Bilang aja premanisme dihidupkan😂😂"
2023-09-28T23:37:34Z,@solusi_ruang,"Ya sebagus2 nya online lebih bagus off line. Bertemu langsung ada silahturahmi, ada akad jual beli."
2023-09-28T23:03:54Z,@rully809,Online shop memberikan lapangsn pekerjaan juga kok. Ke jasa kurir. Dan mengurangi polusi dah kemacetan jg karena kt ga harus ke toko
2023-09-28T20:09:04Z,@nezukoshop,"harusnya Pemerintah memberikan kursus kursus kepada UMKM UMKM yang terkendala dengan digitalisasi ini. Bukannya malah melarang digitalisasi. Digitalisasi itu penting untuk kedepannya, mengurangi orang keluar rumah berarti mengurangi emisi karbon jg. Kedua, harus ada kerjasama dng platform2 tsb mana yg boleh dijual, mana yg tidak boleh. Kalau semua barang disama ratakan itu ngga adil jg. Misal baju, dilarang dijual di ecommerce. pangan dll. Kalau kaya Handphone masa ya dilarang. Aneh."
2023-09-28T20:02:51Z,@nezukoshop,"namanya kemajuan teknologi ya begini, orang yg ga bs mengikuti perkembangan teknologi akan tertinggal dan kukut. Jangan nyalahin platform nya, jaman gini mana mau orang jalan2 satu toko ke toko lain bandingin harga, capek2 panas2, belum lagi belum tentu aman."
2023-10-25T00:34:12Z,@muchammadiqbal4989,Itu kalau kamu kaum rebahan maunya yang instan gak mau capek karena kamu generasi zaman now kalau saya ogah Banget di suruh rebahan Karne saya orangnya suka sekali yang namanya jalan ke Mall walaupun sekedar cuci mata setidaknya itu sebagai sarana hiburan saya ketika saya penat di rumah syukur syukur kalau ada rejeki Beli tapi Beli Nya ya sewajarnya aja seperlunya aja dan itupun saya lakukan setiap tahun setiap bulan Ramadhan jelang lebaran kalau setiap hari jarang beli
2023-09-28T16:25:51Z,@addieL1610,Tutup juga pinjol legal dan ilegal
2023-09-28T15:48:15Z,@victorlosari2652,"SETELAH TIKTOK SHOP DILARANG, MEREKA MERUBAH NAMA MENJADI TOKEK SHOP"
2023-09-28T15:22:34Z,@khairulwahab1390,Ssh untuk korupsi
2023-09-28T14:11:16Z,@DityaSangGita,"Mau sampai kapan pemerintah &#39;memayungi&#39; pedagang UMKM? Alangkah lebih baik pemerintah skrg start-up e-commerce utk UMKM jg. Karena perkembangan jaman ke era digital ini sudah bukan di depan mata lagi, ini sudah benar terintegrasi ke keseharian kita"
2023-09-28T12:44:52Z,@rizkimhd7791,Jangan salahin tiktok pak atau yg lain lain... Tanah abg seret karena ekonomi merosot..<br>  Siapa juga yg ga pengen beli baju sambil jalan jalan... Online adalah pilihan terakhir
2023-09-28T12:02:24Z,@jay-zo9xz,"gantian dong, dulu loe sdh untung bnyk, skrg rugi teriak 🥴 memang sifat manusia, kalo untung adem ayem, kalo rugi teriak2 menjerit 😤<br>sudahlah...jalani hidup dgn ikhlas."
2023-09-28T06:59:15Z,@CairaMaysanadhira-qf9mn,Ya artis artis...juga berjualan di tik tok ..banting harga pula..ini yg buat hancur ekonomi kita...
2023-09-28T06:19:00Z,@wawanyogisonjaya5766,"Cukup, berterimakasih. Menjaga, produk dan kuantitas karya lokal, baik. Selanjutnya, terus upayakan perbelanjaan di dalam/luar negeri terjangkau dan sesuai norma kesosialan yang benar. 🙏🏻"
2023-09-28T05:06:37Z,@NatalisEvander,"Cuma mau bilang tanah abg itu memang sepi lah hidup kita udah modern beli barang ngapain yg mahal&quot; mana org mau beli mahal ke pasar motor hilang,helem hilang,dompet hilang ribett jadinya masyakarakat beli barang yg mudah ngapain yg sulit kan gitu,rejeki sudah ada yg mengatur boss"
2023-09-28T03:59:16Z,@mohammadrio5378,"Klau q sbg pedagang online n offline, Alhamdulillah malah yg offline lbih stabil. Mngkin krena tokoq sdah brdiri mlai dr jaman ortuq jd org g ragu ma merk n kualitas.<br><br>Tp mang da bbrpa prmasalahan yg timbul krena online shopping.<br>Mslah2 tu adlah :<br>1. G smua org/ planggan tau klau pdagang online bnyak yg psang hrga murah bgt krena yg sbnernya mreka tu penjual grosir/produsen/pengimpor lngsung yg otomatis hrga jual mreka lbih murah. Mlah beda dkit dg pdagang2 retail saat beli d grosir.<br>2. Calon2 Planggan bkal terpaku dg model2 yg da d online. Prbandingannya model d online bsa jutaan model yg beda, sdangkan klau d toko2 offline cma rbuan model/merk yg bsa dtemukan. Kenapa? Krena faktor nomor 1, mngkin model yg dcari pelanggan tu model/merk khusus yg hnya dmiliki online shop tsb. Krena sering org dtang k tokoq tnjukin model&amp;merk yg da dgambar yg ddpat dr online. Dan pastinya tu merk khusus.<br>3. G smua pdagang online shop pun bkal sukses, knpa? Krena dari misalkan 100 pdagang yg jual model &amp; merk A. Yg sukses dpat bnyak planggan pasti cma 10-20%. Yg lainnya pasti dpet pmbeli cma 1-10 trjual atau lbih sdkit. Krena y td, da pdagang yg pasang hrga lbih murah. Dan pdagang tu y bkan spa lg, pedagang grosir.<br>4. Prbandingan hrga yg tertera d online jg brpengaruh. Hrga online sblum check out kliatan murah, krena blum da biaya penanganan &amp; ongkir (klau g da gratis ongkir. Tpi klau dah check out malah hrga yg d toko offlineq lbih murah dkit. Jd org2 kdang tergiur.<br><br>Msih bbyak faktor2 detail yg jd pnyebab pdagang offline kalah dg online.<br><br>Tp jg bnyak planggan2q yg ngeluh beli online. Entah krena g cocok ukuran, model g ssuai, prnah kena tipu, dpet brang stok lama jd g lama dpke lngsung rusak pdhal ori merk mahal. Dan tergantung daerah, da daerah yg org2nya lbih suka beli online. Dan da bbrapa daerah yg g suka beli online.<br><br>Ni mnurut pngalaman n pngamatan sbg pdagang offline n online."
2023-09-28T03:44:18Z,@asaz1988,"Waduh, kok Tik Tok Shop aja dilarang? Yang lain seperti Lazada, Shopee, Tokopedia dan Bukalapak gimana?"
2023-09-28T03:28:35Z,@scaramiaghost,Asyik asyik josss
2023-09-28T01:42:12Z,@RiieBF,"mmang tidak ada hukum yg melarang pihak manapun yg mau usaha berdagang dgn cara apapun tetapi harus saling mengerti dan memikirkan dong, karna yg cari nafkah bukan hanya kalian yg memiliki perusahaan usaha dan modal besar brdagang lgsg door to door melalui media online sehingga tidak memikirkan siklus rantai makanan yg harus tetap d stabilkan, kami kaum receh pun mau makan dan beli susu anak bossku, jd tolong hidupkanlah kembali siklus rantai itu sampai ke tingkat ritel yg d bawah sini, kepada pemerintah d harapkan berilah aturan tegas untuk mengatasi hal ini, kalian lebih pintar dan berkuasa dr kami, sharusnya kalian lebih mengerti apa yg harus d lakukan dan di tegaskan"
2023-09-27T23:59:22Z,@utaofficial2966,Maunya semua di pajakim dan pada akhirnya diberangkatkan ke konsumen
2023-09-27T20:44:11Z,@leehtp4707,Facebook dan IG kena banned juga harusnya??
2023-09-27T16:41:42Z,@visionerman3286,"mau medsos tidak boleh berjualan tapi ecommerce juga tetap ada, yah jelas umkm juga akan terus gulung tikar. yang harus di lakukan bagaimana jalan keluar utk tidak ada persaingan harga pasar. ecommerce gak perlu keluar harga murah dan free shipping lagi. gimana cutomer tidak beli di ecommerce"
2023-09-27T16:18:52Z,@tinton109,"Aplikasi tik tok itu padahal membantu orang buat bekerja, sedangkan pemerintah bantunya apa?jangan bilang kalau bantunya nambah hutang biar rakyat yang bayar...mampus dah"
2023-09-27T15:36:59Z,@solintoparlindungan1066,Memang budayq indonesia bukan seperti itu
2023-09-27T14:46:43Z,@dombagarislurus7405,"Kepasar<br>1.hrs nunggu hari libur kerja<br>2.udah capek muter² barang yg dicari gak ada<br>3.kumuh<br>4.harga mahal²,dan gak punya skill nawar<br>5.resiko kecopetan,hilang helm,hilang motor.<br><br>Online<br>1.barang yg di idamkan selalu ada<br>2.nyari barangnya sambil boker/rebahan<br>3.bisa nyari harga yg murah dan gak usah ribet nawar<br>4.gak perlu nunggu libur kerja buat belanja<br>5.ngutangpun bisa loh hahaha<br><br>Saya bukan pemalas,hanya saja kalo ada yg mudah kenapa harus yg ribet."
2023-09-27T14:43:39Z,@imambs3819,PAK KOWE NGOMONG KERJA DI RUMAH. SAIKI MALAH BINGGUNG NUTUPPP. PLINPLAN KOWE PAK JONI.
2023-09-27T14:43:25Z,@sagiderman5227,terlambat boss...pemerintah harus kerja keras.e commerce sudah mengakar
