,publishedAt,authorDisplayName,textDisplay,textDisplay_Tokens
3249,2023-10-07T18:23:08Z,@octogaming4990,supermarket besar pada tutup semenjak hadirnya shoope dan tokped yang ancurin harga pasar sekelas mangga dua aja bisa sepi hlo itu fakta,supermarket besar pada tutup semenjak hadir shoope dan tokped yang ancurin harga pasar kelas mangga dua aja bisa sepi hlo itu fakta
3250,2023-10-04T04:55:00Z,@KritikanRakyat,mencegah itu lebih baik daripada sudah terjadi namun faktanya negri konoha lebih memilih terjadi dulu baru dicegah ya telat bung udah banyak yg bangkrut banyak yg di phk masal perputaran uang lari ke luar lalu apa solusinya sedangkan bayar pajak selalu jalan dan tidak ada kompensasi bagi para umkm yg terkena dampak predatory pricing,cegah itu lebih baik daripada sudah jadi namun fakta negri konoha lebih pilih jadi dulu baru cegah ya telat bung udah banyak yg bangkrut banyak yg di phk masal putar uang lari ke luar lalu apa solusi sedang bayar pajak selalu jalan dan tidak ada kompensasi bagi para umkm yg kena dampak predatory pricing
3251,2023-10-04T04:49:41Z,@vanalijacobis5018,penolakan ini jg pernah terjadi pd awal munculnya ojek online mmg ada plus minesnya klo ada tiktokshop tp kita tengah berada d era digital serba teknologi dan pemerintah sdg berusaha utk mencapai negara maju,tolak ini jg pernah jadi pd awal muncul ojek online mmg ada plus mes klo ada tiktokshop tp kita tengah ada d era digital serba teknologi dan perintah sdg usaha utk capai negara maju
3252,2023-10-04T10:04:48Z,@caem22,persoalanya bukan onlinennya tapi tiktok shopnya ilegal,persoalanya bukan onlinennya tapi tiktok shopnya ilegal
3253,2023-10-04T11:40:33Z,@destiliacupit3877,ga bakal maju kalo situs judi masih boleh,ga bakal maju kalo situs judi masih boleh
3254,2023-10-04T04:44:16Z,@user-ev9mt9qd6m,bagus,bagus
3255,2023-10-04T04:32:41Z,@wulandariretnokinasih6088,blokir tiktok,blokir tiktok
3256,2023-10-04T04:23:15Z,@buderaswi4254,apaan walau pun udah gk boleh koq teteangga ku masih bisa beli,apa walau pun udah gk boleh koq teteangga ku masih bisa beli
3257,2023-10-04T04:12:33Z,@cintasetyareni7163,keputusan agak bodoh bisa dibilang jika itu dihapus ga akan mengatasi masalah malah nambah masalah terutama tradisional bersifat jualin hanya satu kota atau tempat ga mungkin di luar jawa juga kedua yg tradisional hrs beradaptasi sm dunia digital km ga semua org bisa dtg ke tempat pusat nya langsung kalau org mau beli gimana cara nya ketiga masalah impor yg jual murah ingat asa harga ada kualitas yg di dpt masyarakat cenderung memilih produk yg murah tp cepat rusak mengapa di jual murah krn barang nya mau rusak dll nah itu otomatis harga pasti turunaku kalau beli maka atau pakaian pasti milih offiline kecuali maka kering kyk cookies tetapi kalau aku milih online di saat cari diskon saja bahkan memang ga ada di toko offline misal e peralatan kopi ga semua peralatan kopi di sediakan di toko offline ya wes kyk gitu,putus agak bodoh bisa bilang jika itu hapus ga akan atas masalah malah nambah masalah utama tradisional sifat jualin hanya satu kota atau tempat ga mungkin di luar jawa juga dua yg tradisional hrs adaptasi sm dunia digital km ga semua org bisa dtg ke tempat pusat nya langsung kalau org mau beli gimana cara nya tiga masalah impor yg jual murah ingat asa harga ada kualitas yg di dpt masyarakat cenderung pilih produk yg murah tp cepat rusak mengapa di jual murah krn barang nya mau rusak dll nah itu otomatis harga pasti turunaku kalau beli maka atau pakai pasti milih offiline kecuali maka kering kyk cookies tetapi kalau aku milih online di saat cari diskon saja bahkan memang ga ada di toko offline misal e alat kopi ga semua alat kopi di sedia di toko offline ya wes kyk gitu
3258,2023-10-04T09:20:52Z,@fmnt3260,kamu curhat dek,kamu curhat dek
3259,2023-10-04T13:27:44Z,@cintasetyareni7163,fmnt cth e bkn curhat ,fmnt cth e bkn curhat
3260,2023-10-04T04:07:43Z,@taufikramadhan6703,terimakasih pa presidan dan pa mentei,terimakasih pa presidan dan pa mentei
3261,2023-10-04T04:05:28Z,@AJAYSWAN,masih bisa beli di tiktok,masih bisa beli di tiktok
3262,2023-10-04T04:23:39Z,@cintasetyareni7163,dimana kak,mana kak
3263,2023-10-04T04:03:36Z,@mawardi0675,pinjol kapan dimusnahken,pinjol kapan dimusnahken
3264,2023-10-04T03:51:55Z,@fromstory3837,blokir aja sekalian tante saya cerai gara² tiktok ibu saya beli tiktok shop terus tiap hari dimarahin sama bapak mending blokir saja tiktok meresahkan sekali bagi ibu² dampaknya itu ke anak dan keluarganya gua berani bilang gini karena sudah terjadi,blokir aja sekali tante saya cerai gara tiktok ibu saya beli tiktok shop terus tiap hari dimarahin sama bapak mending blokir saja tiktok resah sekali bagi ibu dampak itu ke anak dan keluarga gua berani bilang gin karena sudah jadi
3265,2023-10-04T04:46:37Z,@KritikanRakyat,akibat tiktok bocil bikin konten berbahaya seperti menghadang truk lewat dijalan raya bermain di pinggir rel kereta api dsb,akibat tiktok bocil bikin konten bahaya seperti menghadang truk lewat jalan raya main di pinggir rel kereta api dsb
3266,2023-10-04T03:47:23Z,@ndikNDX,mudah²an umkm konveksi sprt saya bisa brjalan sprt dulu lagi aamiin,mudah an umkm konveksi sprt saya bisa brjalan sprt dulu lagi aamiin
3267,2023-10-04T03:45:42Z,@abieryanoabimanyu520,naah kaan bisnis pribadi kok mengganggu para pedagang sejati di pasar,naah kaan bisnis pribadi kok ganggu para dagang sejati di pasar
3268,2023-10-04T03:43:55Z,@Komariyanto,kangen riyuh nya d pasar saat bertransaksi penjualan dan pembeli,kangen riyuh nya d pasar saat transaksi jual dan beli
3269,2023-10-04T03:34:26Z,@bonarprabowo3791,tapi masih bisa dibuka,tapi masih bisa buka
3270,2023-10-04T03:33:28Z,@gunawanaja2953,ti juga bakal di buka lagi kalo cuan bersuara ,ti juga bakal di buka lagi kalo cuan suara
3271,2023-10-04T03:31:41Z,@rizkyfanory790,ga adil ini seharusnya ttp dibolehin kasihan kan,ga adil ini harus ttp dibolehin kasihan kan
3272,2023-10-04T03:31:04Z,@yangmulia8926,kita lihat aja apa tanah abong akan rame lagi sy sih makin kalap belanja online murah mudah ga ribet sana sini,kita lihat aja apa tanah abong akan rame lagi sy sih makin kalap belanja online murah mudah ga ribet sana sini
3273,2023-10-04T03:29:23Z,@weniindriani8046,mantap setuju di larang,mantap tuju di larang
3274,2023-10-04T03:27:09Z,@srisugiyanti6271,mampus,mampus
3275,2023-10-04T03:24:04Z,@berliana328,sebenarnya sangat bembantu kaya gw yg jauh dari orang tua punya uang pas san tapi pengen beliin sesuatu yg bagus tapi murah jujur ga pernah nyesel beli di tiktok karna barangnya murah berkualitas dan yg paling penting amanah bener sangat di sayangkan tapi mau gimana pun kita harus tetap menghormati hukum yg berlaku di indonesia,benar sangat bembantu kaya gw yg jauh dari orang tua punya uang pas san tapi ken beliin sesuatu yg bagus tapi murah jujur ga pernah nyesel beli di tiktok karna barang murah kualitas dan yg paling penting amanah bener sangat di sayang tapi mau gimana pun kita harus tetap hormat hukum yg laku di indonesia
3276,2023-10-04T08:54:48Z,@fmnt3260, sherlyimut beda konteks tiktok ijinya sosmed kalau shoope dll ijinya ecommerce,sherlyimut beda konteks tiktok ijinya sosmed kalau shoope dll ijinya ecommerce
3277,2023-10-04T14:56:14Z,@putriramdhani1244,sama kak kaya aku yang punya bayi butuh pempers cari harga mumer soalnya klau beli lngsung harganya uhhh meehong ,sama kak kaya aku yang punya bayi butuh pempers cari harga mumer soal klau beli lngsung harga uhhh meehong
3278,2023-10-07T17:53:10Z,@octogaming4990,putriramdhani selisihnya seberapa sih coba anda beli merk apa harga di tiktok brapa udah termasuk biaya ongkir dll dan di toko offline yang jual termurah di daerah sekitar anda berapa asumsi dengan merk dan ukuran yang sama,putriramdhani selisih berapa sih coba anda beli merk apa harga di tiktok brapa udah masuk biaya ongkir dll dan di toko offline yang jual murah di daerah sekitar anda berapa asumsi dengan merk dan ukur yang sama
3279,2023-10-04T03:19:47Z,@popcolortv9882,gara gara tiktokshop seller toko oren kena batu nya sekarang malah makin ketat peraturannya dan ada beberapa seller yg akun nya di banned termasuk saya sendiri,gara gara tiktokshop seller toko oren kena batu nya sekarang malah makin ketat atur dan ada beberapa seller yg akun nya di banned masuk saya sendiri
3280,2023-10-07T18:10:50Z,@octogaming4990,kenapa dibanned,kenapa dibanned
3281,2023-10-04T03:18:37Z,@Tian250x,bokan soal jualanya tp ngimpor barang china yg murahnya gak masuk akal alias nginjek produk lokal,bokan soal jualanya tp ngimpor barang china yg murah gak masuk akal alias nginjek produk lokal
3282,2023-10-04T03:15:14Z,@mochhaikal4318,sekalian ttup aqun tiktok nya prcma gk ada paedah nya krna tiktok bnayak vwe yg menurunkan harga diri nya dengan membuka aurat,sekali ttup aqun tiktok nya prcma gk ada paedah nya krna tiktok bnayak vwe yg turun harga diri nya dengan buka aurat
3283,2023-10-04T03:12:41Z,@taufikanwar6644,ntar juga bikin aplikasi tiktok shop khusus misah sama tiktok utama,ntar juga bikin aplikasi tiktok shop khusus misah sama tiktok utama
3284,2023-10-04T03:12:22Z,@joyoanggoro8754,aplikasi jual beli lendir aman,aplikasi jual beli lendir aman
3285,2023-10-04T03:11:08Z,@ahmad-zk2zl,lapor dulu sini ke sana kata pemerintah sama bayar pajak beres urusan hehe cincai lah kenapa ga sekalian shoope dll di tutup hehe,lapor dulu sini ke sana kata perintah sama bayar pajak beres urus hehe cincai lah kenapa ga sekali shoope dll di tutup hehe
3286,2023-10-04T03:10:11Z,@njoomandonis2586,aku orang miskin rakyat jelata sgt mendukung tiktok d tutup,aku orang miskin rakyat jelata sgt dukung tiktok d tutup
3287,2023-10-04T03:07:54Z,@arifintrantib3626,kalo saya sih mendingan belanja langsung datang ke toko nya bisa milih bisa di coba pas apa ngga nya sama badan,kalo saya sih mending belanja langsung datang ke toko nya bisa milih bisa di coba pas apa ngga nya sama badan
3288,2023-10-04T03:07:04Z,@cahbejoo8533,paling tiktok buat pasar online sendiri tidak di gabung dgn aplikasi tiktoknya tiktok sudah punya data base para pedagang tinggal di follow up,paling tiktok buat pasar online sendiri tidak di gabung dgn aplikasi tiktoknya tiktok sudah punya data base para dagang tinggal di follow up
3289,2023-10-04T03:05:25Z,@Kangmassage_indonesia,kok masih ada,kok masih ada
3290,2023-10-04T03:02:18Z,@putrabungsu7703,asyikk uda di ttup gatian lgi meradang,asyikk uda di ttup gatian lgi radang
3291,2023-10-04T03:01:58Z,@irvanyauri9628,kalah bersaing gak mampu bersaing dgn cara blokir hebattt,kalah saing gak mampu saing dgn cara blokir hebattt
3292,2023-10-04T03:01:20Z,@PITINGLUT,gw affiliator tiktok tapi kalo belanja di shoppe emang yakin pasar offline bisa berjaya lagi ini jaman modern orangsudah pinter anda masih dijaman batu,gw affiliator tiktok tapi kalo belanja di shoppe emang yakin pasar offline bisa jaya lagi ini jaman modern orangsudah pinter anda masih jam batu
3293,2023-10-04T09:21:30Z,@fmnt3260,dengerin isi beritanya kenapa ditutup,dengerin isi berita kenapa tutup
3294,2023-10-04T03:00:33Z,@satriaduta5718,bagus,bagus
3295,2023-10-04T02:59:46Z,@AldianDrie,mantappp,mantappp
3296,2023-10-04T02:58:37Z,@otaja1539,blokir tiktokblokir tiktokblokir tiktok,blokir tiktokblokir tiktokblokir tiktok
3297,2023-10-04T02:56:04Z,@kangikan4228,terus dengan ditutupnya tiktokshop kami akan ke tanah abang buat belanja gitu ogah,terus dengan tutup tiktokshop kami akan ke tanah abang buat belanja gitu ogah
3298,2023-10-04T02:53:31Z,@CheliaAzzahra-ut4vj,alhamdulilah,alhamdulilah
3299,2023-10-04T02:49:59Z,@huntalmarnaekhutahaean7486,perubahan itu pasti ada yg terimbas buruknya lihat secara global aja da perubahan ke arah yg lebih baik atau tidak atau lebih baik beresin judi online aja daripada sedikit mengusik rakyat yg lagi cari makan broww,ubah itu pasti ada yg imbas buruk lihat cara global aja da ubah ke arah yg lebih baik atau tidak atau lebih baik resin judi online aja daripada sedikit usik rakyat yg lagi cari makan broww
3300,2023-10-04T02:49:55Z,@mommybaimnadine94,seumur blm pernah beli apapun di tiktok,umur blm pernah beli apa di tiktok
3301,2023-10-04T02:53:02Z,@caem22,ya jangn sayang beli di pasar aja biar ketemu aku wkkwkwkkwkw,ya jangn sayang beli di pasar aja biar ketemu aku wkkwkwkkwkw
3302,2023-10-04T02:49:50Z,@rigofutra5929,klu gak di hentikan titok sop mal dan pasar akan bubar dan tutup semua kalah saing sama tiktok sop onlen,klu gak di henti titok sop mal dan pasar akan bubar dan tutup semua kalah saing sama tiktok sop onlen
3303,2023-10-04T02:43:33Z,@motoshop31,tutup semua kembali ke jaman batu,tutup semua kembali ke jaman batu
3304,2023-10-04T03:58:07Z,@monanoorch-js3yn,hahaha,hahaha
3305,2023-10-04T02:41:17Z,@NurHadi-rs1mb,setuju harap di cabut ijinya bikin hancur pedagang kecil di pasaran,tuju harap di cabut ijinya bikin hancur dagang kecil di pasar
3306,2023-10-04T03:02:47Z,@syahriarariessaputra3014,pedagang harus kreatip jaman sdh berubah,dagang harus kreatip jaman sdh ubah
3307,2023-10-04T03:26:32Z,@user-gi8ue9fr3w, syahriarariessaputra kan sudah ada platform resmi tokped shopee lazada blibli,syahriarariessaputra kan sudah ada platform resmi tokped shopee lazada blibli
3308,2023-10-04T05:37:30Z,@jamalnasir2794,syahriarariessaputra y utk menyebar luaskan produk biki sendiri agar bisa di nikmati kalangan boleh asal harganya disesuaikan,syahriarariessaputra y utk sebar luas produk bik sendiri agar bisa di nikmat kalang boleh asal harga sesuai
3309,2023-10-05T16:22:21Z,@Erwan088,syahriarariessaputra ya masak mau beli trasi cabe sama bawang harus di online gak semua barang harus beli di online,syahriarariessaputra ya masak mau beli tras cabe sama bawang harus di online gak semua barang harus beli di online
3310,2023-10-04T02:40:30Z,@updatepelosoknkri3343,online lebih murah di pasar² serakah ambil untungnya,online lebih murah di pasar serakah ambil untung
3311,2023-10-04T02:48:11Z,@caem22,komentar tanpa ilmu seperti ini wwkkwkwkwkwkwkkwk,komentar tanpa ilmu seperti ini wwkkwkwkwkwkwkkwk
3312,2023-10-04T02:40:25Z,@wiwiksundari260,sy ttp suka blnja online krn lbih murah ambil untungnya pun tdk bnyk sperti offline,sy ttp suka blnja online krn lbih murah ambil untung pun tdk bnyk sperti offline
3313,2023-10-04T03:21:21Z,@srisugiyanti6271,anda tau nya pedagang offline itu ngambil untung terlalu banyak yg kenyataan nya hrs byr sewa toko gaji karyawan iur dsb pedagang offline pun bisa klw mau jual harga anjlok sprti d online tpi dagang itu hrs untung bkn berati kmi ngambil untung banyak,anda tau nya dagang offline itu ngambil untung terlalu banyak yg nyata nya hrs byr sewa toko gaji karyawan iur dsb dagang offline pun bisa klw mau jual harga anjlok sprti d online tpi dagang itu hrs untung bkn berat kmi ngambil untung banyak
3314,2023-10-04T11:06:16Z,@kontldown,nampak ciri manusia yg gak tau sulit nya cari duit ,nampak ciri manusia yg gak tau sulit nya cari duit
3315,2023-10-04T02:38:37Z,@babagustiadventures6816,salah pemerintah lah gak mampu menyelesaikan dan memberi solusi hrs nya pedagang juga di sosialisasi karna jaman akan semakin canggih,salah perintah lah gak mampu selesai dan beri solusi hrs nya dagang juga di sosialisasi karna jaman akan makin canggih
3316,2023-10-04T02:47:42Z,@caem22,kurang gmna pemerintah masih mendukung apk lain seperti shopee lazada bukalapak,kurang gmna perintah masih dukung apk lain seperti shopee lazada bukalapak
3317,2023-10-04T02:59:29Z,@babagustiadventures6816,caem sosialisasi tekhnologi,caem sosialisasi tekhnologi
3318,2023-10-04T02:37:24Z,@dendiirawan7128,seharus ny walopun ada blanja online sharus ny hrga ny g murah jd pedagang di tmpt g rugi shrs ny imbng hrga online hrga di tmpt sama jd g merugikan sepihak,harus ny walopun ada blanja online sharus ny hrga ny g murah jd dagang di tmpt g rugi shrs ny imbng hrga online hrga di tmpt sama jd g rugi pihak
3319,2023-10-04T02:37:16Z,@sofiashop85,perekonomian benahi pak mau offline atau online ada peminatnya masing angkot buktinya masih ada peminatnya di tengah gempuran aplikasi transportasi ini si bapak kayaknya nyari kambing hitam apalagi ini dekat ke pemilu kampanye gak tuh ,ekonomi benah pak mau offline atau online ada minat masing angkot bukti masih ada minat di tengah gempur aplikasi transportasi ini si bapak kayak nyari kambing hitam apalagi ini dekat ke milu kampanye gak tuh
3320,2023-10-04T02:45:58Z,@caem22,kalo ojkonline tidakjatuhin harga bahkan angkot lebih murah dari apk taksi arau ojk online,kalo ojkonline tidakjatuhin harga bahkan angkot lebih murah dari apk taksi arau ojk online
3321,2023-10-04T03:20:22Z,@sofiashop85,caem masa berarti anda pake apk transportasinya cuma sekali aja ya gak pernah dapat diskon yang bayarnya cuma rb bahkan rb rupiah ya banyak diskonnya tahu yuk pake apk transportasi online nya lebih rajin heheapalagi kalo levelnya udah sultan di apk transportasi online maka akan lebih besar lagi diskonnya,caem masa arti anda pake apk transportasi cuma sekali aja ya gak pernah dapat diskon yang bayar cuma rb bahkan rb rupiah ya banyak diskon tahu yuk pake apk transportasi online nya lebih rajin heheapalagi kalo level udah sultan di apk transportasi online maka akan lebih besar lagi diskon
3322,2023-10-04T02:36:07Z,@dendiirawan7128,lanjutkan,lanjut
3323,2023-10-04T02:35:44Z,@andrimandala9646,pas tepat hari ultah q ini oktober,pas tepat hari ultah q ini oktober
3324,2023-10-04T02:32:57Z,@ngegrendeng,hahaha tahu sam tempe,hahaha tahu sam tempe
3325,2023-10-04T02:32:21Z,@xexoxee3,menurutt opini gua kenapa yg offline ga coba jual online ini jaman udh maju udh jaman modern seharusnya yg diprotes kebijakan import barang dri luar dan jual barang dalam negeri bkn platform nya yg diprotes,menurutt opini gua kenapa yg offline ga coba jual online ini jaman udh maju udh jaman modern harus yg protes bijak import barang dri luar dan jual barang dalam negeri bkn platform nya yg protes
3326,2023-10-04T03:06:13Z,@orangecatchannel6358,gk semua pedagang kaki lima punya gadget ,gk semua dagang kaki lima punya gadget
3327,2023-10-04T03:52:06Z,@ndikNDX,yg mnjadi masalah bukan dr cara jual nya tp dr harga yg di tawarkn sungguh merusak harga umum dan jasa pengrajin pembuat produksi,yg mnjadi masalah bukan dr cara jual nya tp dr harga yg di tawarkn sungguh rusak harga umum dan jasa rajin buat produksi
3328,2023-10-04T05:34:05Z,@jamalnasir2794,orangecatchannel mantap bro tukang gerobak sayur cilok jamu gendong emang pny,orangecatchannel mantap bro tukang gerobak sayur cilok jamu gendong emang pny
3329,2023-10-04T12:22:08Z,@jersjers3137,kamu gak paham hukum dagang kan jadi sampai kapanpun itu gak masuk ke otakmu sebelum kamu terjun langsyng dalam dunia dagang,kamu gak paham hukum dagang kan jadi sampai kapan itu gak masuk ke otak belum kamu terjun langsyng dalam dunia dagang
3330,2023-10-05T00:13:39Z,@jamalnasir2794,jersjers masalah nya gk semua kalangan pny smartphone bro,jersjers masalah nya gk semua kalang pny smartphone bro
3331,2023-10-04T02:30:49Z,@user-or3zv2uq2o,melarang gampang yang penting pengawasan selanjutnya,larang gampang yang penting awas lanjut
3332,2023-10-04T02:29:55Z,@Sahraciciofficial,lohh tapi aku kok msih bisa check out ,lohh tapi aku kok msih bisa check out
3333,2023-10-04T02:49:38Z,@caem22,sampe jm sore ja,sampe jm sore ja
3334,2023-10-04T02:28:14Z,@anji6456,barang import itu gak boleh banyak banyak yang boleh cuman import gula yg dilakukan kemendag terus diduga ada korupsinya,barang import itu gak boleh banyak banyak yang boleh cuman import gula yg laku kemendag terus duga ada korupsi
3335,2023-10-04T02:26:52Z,@user-wg9si1lo4k,alah lagian hrga tiktok up normal ksian yg bnr apk ecomerce belain pd bnting hrga pedagang pd brani rugi di tiktok hrga diluar nurul,alah lagi hrga tiktok up normal ksi yg bnr apk ecomerce bain pd bnting hrga dagang pd brani rugi di tiktok hrga luar nurul
3336,2023-10-04T02:26:23Z,@anji6456,hari phk massal,hari phk massal
3337,2023-10-04T02:24:22Z,@anji6456, oktober pukul wib merupakan hari phk massal juta penjual dan juta kreator,oktober pukul wib rupa hari phk massal juta jual dan juta kreator
3338,2023-10-04T02:44:24Z,@caem22, oktober pukul merupakan hari bangkitnya pedagang umkm dll jt pedagang mulai bangkit dengan tumbangnya tiktok shop,oktober pukul rupa hari bangkit dagang umkm dll jt dagang mulai bangkit dengan tumbang tiktok shop
3339,2023-10-04T03:04:18Z,@anji6456,caem silahkan buktikan itu jika benar umkm akan bangkit kembali menurut kami bukan karna itu justru sebaliknya,caem silah bukti itu jika benar umkm akan bangkit kembali turut kami bukan karna itu justru balik
3340,2023-10-04T03:05:43Z,@diroott,caem yakin bangkit,caem yakin bangkit
3341,2023-10-04T09:25:04Z,@fmnt3260,preeetttttr narasimu ga nyambung,preeetttttr narasi ga nyambung
3342,2023-10-04T09:35:00Z,@anji6456,fmnt silahkan buktikan jika perdagangan offline bisa ramai kembali setelah tiktok shop tutup,fmnt silah bukti jika dagang offline bisa ramai kembali telah tiktok shop tutup
3343,2023-10-04T02:23:38Z,@maspaidjo5729,terus yutub instagram fb tweet gimna,terus yutub instagram fb tweet gimna
3344,2023-10-04T02:23:24Z,@edoeva7359,para pedagang dipasar gak laku eh nyalahin tiktok lazada shopi akulaku tokopedia blibli dn banyak aplikasi ecomers yg lain yg sudah lama ada gak pernah dibahas apakah yakin tiktok penyebab tanah abang sepi,para dagang pasar gak laku eh nyalahin tiktok lazada shopi akulaku tokopedia blibli dn banyak aplikasi ecomers yg lain yg sudah lama ada gak pernah bahas apakah yakin tiktok sebab tanah abang sepi
3345,2023-10-04T02:42:10Z,@caem22,bukan itu aja poin kesalahn tiktok banyak izinnya hanya untuk bergoyang tidak ada izin berjualan jadi ilegal,bukan itu aja poin kesalahn tiktok banyak izin hanya untuk goyang tidak ada izin jual jadi ilegal
3346,2023-10-04T04:20:54Z,@cintasetyareni7163,maklum ga tau cara marketing lol atau kurang kreatif ,maklum ga tau cara marketing lol atau kurang kreatif
3347,2023-10-04T02:23:12Z,@travelxplore2022,menteri dungu semoga cepat lengser dan diterima di sisi nya salama buat janda anak nya menteri yg suka joget di tiktok mantap bodynya,menteri dungu moga cepat lengser dan terima di sisi nya salama buat janda anak nya menteri yg suka joget di tiktok mantap bodynya
3348,2023-10-04T02:19:32Z,@MILIHARR,,
3349,2023-10-04T02:18:27Z,@adventterina6804,alhamdulillah,alhamdulillah
3350,2023-10-04T02:14:40Z,@user-jz8bj7cg5i,sangat seg dan bangga,sangat seg dan bangga
3351,2023-10-04T02:12:47Z,@gokuliner9749,pasar online dan offline beda segmentasi pasar offline mengandalkan traffic nya orang disini harus dibantu pemerintah spt buat stasiun pemberhentia krl di dalam pasar tanah abang dijamin tanah abang akan hidup kembali,pasar online dan offline beda segmentasi pasar offline andal traffic nya orang sini harus bantu perintah spt buat stasiun pemberhentia krl di dalam pasar tanah abang jamin tanah abang akan hidup kembali
3352,2023-10-04T02:08:21Z,@dwiheri857,bagus pak,bagus pak
3353,2023-10-04T02:06:34Z,@Suaramaksimal,saya sangat setuju,saya sangat tuju
3354,2023-10-04T02:05:10Z,@nayakanayotamanatakusumah4721,jangan cuma tiktok fb dan ig juga,jangan cuma tiktok fb dan ig juga
3355,2023-10-04T02:42:39Z,@caem22,fb gk ada sistem pembayaran jadi sah aja,fb gk ada sistem bayar jadi sah aja
3356,2023-10-04T09:22:20Z,@fmnt3260, ngelawakk,ngelawakk
3357,2023-10-04T02:04:27Z,@boy.177,orang orang indonesia kebiasaan si giliran tak sesuai pesa nyalahin kurir yang tidak tahu menahu karena kurir hanya tahu tugasnya sebagai pengantar padahal ia sendiri yang salah transaksi jual belinya di platform yang tidak resmi dan bertanggung jawab seperti tiktok shop facebook instagram dll padahal nkri sudah punya platform transaksi resmi dan jelas bertanggung jawab di antaranya adalah lazada tokopedia shopee blibli dan akulaku,orang orang indonesia biasa si gilir tak sesuai pesa nyalahin kurir yang tidak tahu nahu karena kurir hanya tahu tugas bagai antar padahal ia sendiri yang salah transaksi jual beli di platform yang tidak resmi dan tanggung jawab seperti tiktok shop facebook instagram dll padahal nkri sudah punya platform transaksi resmi dan jelas tanggung jawab di antara adalah lazada tokopedia shopee blibli dan akulaku
3358,2023-10-04T02:50:30Z,@ruminartiruminarti1648,betul kshn kurir pdhl udh kerja panas an jauh cr alamat upah tak seberapa ttp smngat mas kurir,betul kshn kurir pdhl udh kerja panas an jauh cr alamat upah tak berapa ttp smngat mas kurir
3359,2023-10-04T03:10:14Z,@GioRaya-vk2ld,komen cerdas nih,komen cerdas nih
3360,2023-10-04T03:15:57Z,@jamalnasir2794,setuju bgt ,tuju bgt
3361,2023-10-04T03:26:38Z,@sofiashop85,terus facebook dan instagram gak sekalian ditutup juga kayak tiktokshop kan sama tidak resmi dan bertanggung jawab seperti yang anda tulis,terus facebook dan instagram gak sekali tutup juga kayak tiktokshop kan sama tidak resmi dan tanggung jawab seperti yang anda tulis
3362,2023-10-04T03:36:29Z,@jamalnasir2794,beda dong tik tok kan buat konten hiburan facebook tempat mencari pertema instagram dan youtube utk menemukan hal baru yg sama kyk tik tok sedangkan lazada dan shoope adalah apk utk mencari produk yg sulit org cari di pasar lewat online cth shampo awdey emang di supermarket warung jual gitu,beda dong tik tok kan buat konten hibur facebook tempat cari tema instagram dan youtube utk temu hal baru yg sama kyk tik tok sedang lazada dan shoope adalah apk utk cari produk yg sulit org cari di pasar lewat online cth shampo awdey emang di supermarket warung jual gitu
3363,2023-10-04T01:55:11Z,@mrifan8763,tutup smuanya dari pada ancur ekonomi oleh sistem yg tidak teratur kembali ke pengaturan awal mantapp,tutup smuanya dari pada ancur ekonomi oleh sistem yg tidak atur kembali ke atur awal mantapp
3364,2023-10-04T01:54:35Z,@anandagadis2840,yg ditutup yg gk bayar pajak aja bukan real karena umkm coba klo ada pemasukan ke pemerintah pasti gk gini,yg tutup yg gk bayar pajak aja bukan real karena umkm coba klo ada pasu ke perintah pasti gk gin
3365,2023-10-04T02:40:23Z,@caem22,ya justru itu itu disebut ilegal karena g ada pajaknya,ya justru itu itu sebut ilegal karena g ada pajak
3366,2023-10-04T01:47:38Z,@rasya2645,jangan hanya lihat judul aja langsung koment kadang gak paham tapi sok pintar pahami dulu baru koment,jangan hanya lihat judul aja langsung koment kadang gak paham tapi sok pintar paham dulu baru koment
3367,2023-10-04T01:46:46Z,@azamdidi860,alhamdulillah,alhamdulillah
3368,2023-10-04T01:45:02Z,@orangdesa7204,sebenarnya nggk papa jual tiktok shop asal setiap tahun bayar milyar,benar nggk papa jual tiktok shop asal tiap tahun bayar milyar
3369,2023-10-04T05:31:49Z,@jamalnasir2794,buhahahahapajak konpeksi,buhahahahapajak konpeksi
3370,2023-10-04T01:38:46Z,@user-hj5fi5th6j,mantap pak,mantap pak
3371,2023-10-04T01:38:20Z,@AdiLaksamana-ym7sc,yang julan di tiktok masik banyak,yang julan di tiktok masik banyak
3372,2023-10-04T01:37:20Z,@rujak0007,susah ngmbalikan brg lw g sesuai n jmi uang blik g ad g kyk sophe lzda toped,susah ngmbalikan brg lw g sesuai n jmi uang blik g ad g kyk sophe lzda toped
3373,2023-10-04T01:35:54Z,@user-zo7eu2rn3y,setju sih,setju sih
3374,2023-10-04T01:33:50Z,@linustrovals94,kita lihat apakah bisa ramai apa masih sepi,kita lihat apakah bisa ramai apa masih sepi
3375,2023-10-04T07:11:35Z,@linustrovals94,sherlyimut makanya itu banyak market place lain jugatoh barangnya juga sebagian besar dari sono,sherlyimut makanya itu banyak market place lain jugatoh barang juga bagi besar dari sono
3376,2023-10-04T01:32:02Z,@rizalprasetyorizal519,harus nya yg tdk jual online itu harus ikut yg lagi tren kemajuan bukan yg sdh maju di suruh mundur,harus nya yg tdk jual online itu harus ikut yg lagi tren maju bukan yg sdh maju di suruh mundur
